compound_inchikey,compound_firstblock,drugbank_inchikey,drugbank_id,compound_name,match_type,cpie_targets,n_cpie_targets,drugbank_targets,n_drugbank_targets,mean_ave_pchembl,median_ave_pchembl,n_cpie_associations,atc_codes,drugbank_targets_original,n_drugbank_targets_original
BOJKULTULYSRAS-OTESTREVSA-N,BOJKULTULYSRAS,BOJKULTULYSRAS-OTESTREVSA-N,DB05767,Andrographolide,full_inchikey,AR|CYP3A7|IDO1|IFNB1|NFKB1|NR1H4|NSD2|SYK,8,NFKB1,1,5.289606257388965,5.045549745751831,8,,IL1B|IL6|NFKB1|NFKB2|TNF,5
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,BSYNRYMUTXBXSQ,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DB00945,Acetylsalicylic acid,full_inchikey,ABCC3|ABCC4|ASIC3|CDC42|CYP1A2|CYP2C19|CYP2D6|CYP3A7|EGFR|GGT1|ITGA2B|ITGB3|MPO|NAPRT|PTGES|PTGS1|PTGS2,17,PTGS1|PTGS2,2,5.045038912667849,4.760818128609003,17,A01AD05|B01AC06|B01AC56|B01AF51|C07FX02|C07FX03|C07FX04|C10BX01|C10BX02|C10BX04|C10BX05|C10BX06|C10BX08|C10BX12|M01BA03|N02AJ02|N02AJ07|N02AJ18|N02BA01|N02BA51|N02BA71,AKR1C1|CASP1|CASP3|CCND1|EDNRA|HMGCR|HSPA5|IKBKB|MAPK1|MYC|NEU1|NFKBIA|PCNA|PRKAA1|PTGS1|PTGS2|RPS6KA3|TNFAIP6|TP53,19
BTCSSZJGUNDROE-UHFFFAOYSA-N,BTCSSZJGUNDROE,BTCSSZJGUNDROE-UHFFFAOYSA-N,DB02530,gamma-Aminobutyric acid,full_inchikey,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|GP6|HDAC1|HDAC10|HDAC11|HDAC4|HDAC5|HDAC7|HDAC9|SLC6A1|SLC6A11|SLC6A12|SLC6A13|SLC6A6,34,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2|SLC6A1|SLC6A11,10,5.9733850573089375,6.1695370646861445,34,,GABBR1|GABBR2|GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2|GATM|ITGA4|SLC6A1|SLC6A11,12
BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD,BYBLEWFAAKGYCD-UHFFFAOYSA-N,DB01110,Miconazole,full_inchikey,ABCB1|ABCB11|ABCC3|ABCC4|ACHE|ADORA1|ADORA2A|ADORA3|ADRA1D|ADRA2A|ADRA2B|ADRB1|ADRB3|AGTR2|AHR|ALPL|ATXN2|CHRM1|CHRM2|CHRM3|CHRM4|CNR1|CYP17A1|CYP19A1|CYP1A2|CYP2C19|CYP2C9|CYP2D6|CYP2J2|CYP3A4|CYP3A7|CYP51A1|CYP8B1|DRD1|DRD2|DRD3|DRD4|EGFR|ERBB2|FYN|GRM6|HRH2|HSP90AA1|HTR2A|HTR2B|HTR2C|HTR6|IDH1|IDO1|KCNH2|MC3R|MC4R|MC5R|MDH1|NR1I2|NR3C1|OPRD1|OPRK1|OPRM1|ORAI1|PGR|PTGS2|SLC6A2|SLC6A3|SLC6A4|SYK|TACR1|TACR2|TBXAS1|VDR,70,NR1I2,1,5.376569201025448,5.397119319786651,70,A01AB09|A07AC01|D01AC02|D01AC52|G01AF04|G01AF20|J02AB01|S02AA13,CACNA1C|KCND1|KCNJ12|KCNMA1|NOS2|NOS3|NR1I2,7
BZKPWHYZMXOIDC-UHFFFAOYSA-N,BZKPWHYZMXOIDC,BZKPWHYZMXOIDC-UHFFFAOYSA-N,DB00819,Acetazolamide,full_inchikey,ABCC3|ABCC4|CA1|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CHIA|PON1,17,CA1|CA12|CA14|CA2|CA3|CA4|CA7,7,6.313287865525779,7.124310357490344,17,G01AE10|S01EC01,AQP1|CA1|CA12|CA14|CA2|CA3|CA4|CA7,8
BZQFBWGGLXLEPQ-REOHCLBHSA-N,BZQFBWGGLXLEPQ,BZQFBWGGLXLEPQ-REOHCLBHSA-N,DB04522,Dexfosfoserine,full_inchikey,CA2|CA5A|CA9|FOLH1|GRM4|GRM6|GRM7|GRM8,8,,0,4.964091269205849,4.562808331376469,8,,CFTR|KCNC4|PDPK1|PIM1|PRKACA|PRKCQ|PYGL|PYGM|REG1A|RHO|SERPINB3|SMAD2|TAOK2,13
CEUORZQYGODEFX-UHFFFAOYSA-N,CEUORZQYGODEFX,CEUORZQYGODEFX-UHFFFAOYSA-N,DB01238,Aripiprazole,full_inchikey,ABCB1|ABCC3|ABCC4|ACHE|ADORA3|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|AGTR1|AR|AVPR1A|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CYP2C9|CYP2D6|CYP3A7|DRD1|DRD2|DRD3|DRD4|DRD5|ESR1|ESRRA|GLI3|H1-0|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|HTR5A|HTR6|HTR7|KCNH2|MAOA|MLNR|NR1I2|OPRD1|OPRK1|OPRM1|PRKCA|PRKCG|PTGER3|PTGER4|SLC22A2|SLC47A1|SLC47A2|SLC6A2|SLC6A3|SLC6A4|SYK|TACR1|TBXA2R,73,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7|OPRD1|OPRK1|OPRM1|SLC6A3|SLC6A4,37,5.802133818496269,5.654747587726052,73,N05AX12,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GRIN1|HRH1|HRH2|HRH3|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7|OPRD1|OPRK1|OPRM1|SLC6A3|SLC6A4,38
CGIGDMFJXJATDK-UHFFFAOYSA-N,CGIGDMFJXJATDK,CGIGDMFJXJATDK-UHFFFAOYSA-N,DB00328,Indomethacin,full_inchikey,ABCB1|ABCB11|ABCC1|ABCC2|ABCC3|ABCC4|ADORA3|AKR1B1|AKR1C1|AKR1C2|AKR1C3|AKR1C4|ALB|ALOX5|AR|CNR1|CNR2|CXCL8|CYP2C9|CYP2D6|CYP3A7|DHRS9|EGFR|EPHX2|ESRRA|GLO1|GPR17|KCNH2|MT-CO2|NAPRT|PLA2G4C|PPARG|PTGDR2|PTGER2|PTGES|PTGS1|PTGS2|SLC22A6|SLC22A8|SLC47A1|SLCO1B1|SLCO1B3|SLCO2B1|TBXAS1|XDH,45,AKR1C3|GLO1|PPARG|PTGDR2|PTGS1|PTGS2,6,5.23818624219894,4.9068160696116045,45,C01EB03|M01AB01|M01AB51|M02AA23|S01BC01|S01CC02,AKR1C3|EIF2AK2|GLO1|PLA2G2A|PPARA|PPARG|PTGDR2|PTGR2|PTGS1|PTGS2,10
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,CIWBSHSKHKDKBQ,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,DB00126,Ascorbic acid,full_inchikey,ADRA2B|CYP1A2|ESR1|NFE2L2|PTGS1|SLC23A1|TYR,7,SLC23A1,1,5.296512221195227,4.489058319510563,7,A11GA01|A11GB01|G01AD03|S01XA15,ALKBH2|ALKBH3|BBOX1|DBH|EGLN1|EGLN2|EGLN3|KDM5D|OGFOD1|OGFOD2|P3H1|P3H2|P3H3|P4HA1|P4HTM|PAM|PHYH|PLOD1|PLOD2|PLOD3|SLC23A1|SLC23A2|TMLHE,23
CKLJMWTZIZZHCS-REOHCLBHSA-N,CKLJMWTZIZZHCS,CKLJMWTZIZZHCS-REOHCLBHSA-N,DB00128,Aspartic acid,full_inchikey,AGA|CA1|GRM1|GRM2|GRM6|SLC1A1|SLC1A2|SLC1A3,8,SLC1A1,1,3.9751543341371254,3.9340255939484745,8,,ACY1|ADSS1|ADSS2|ASNS|ASPA|ASPH|ASRGL1|ASS1|DARS1|DARS2|GOT1|GOT2|GRIN1|GRIN2A|GRIN2B|LYZ|PAICS|RNASE1|SLC1A1|SLC25A12|SLC25A13,21
COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,COLNVLDHVKWLRT-QMMMGPOBSA-N,DB00120,Phenylalanine,full_inchikey,ALPI|ALPL|CA1|CA12|CA13|CA14|CA2|CA4|CA5A|CA5B|CA6|CA7|ESR1|GPR139|NFE2L2|PLAA|SLC7A5|XDH,18,,0,5.540491154666206,5.15479122706388,18,,FARS2|FARSA|FARSB|PAH|SLC7A8|TAT|TH,7
CQOQDQWUFQDJMK-SSTWWWIQSA-N,CQOQDQWUFQDJMK,CQOQDQWUFQDJMK-SSTWWWIQSA-N,DB02342,2-Methoxyestradiol,full_inchikey,CYP1A1|CYP1B1|GLP1R|GLS|GMNN|IFNG|NSD2|NTMT1|SHBG|SYK,10,CYP1A1|CYP1B1,2,5.565662257388411,5.3215388193258315,10,,COMT|CYP19A1|CYP1A1|CYP1B1|HIF1A,5
CVHZOJJKTDOEJC-UHFFFAOYSA-N,CVHZOJJKTDOEJC,CVHZOJJKTDOEJC-UHFFFAOYSA-N,DB12418,Saccharin,full_inchikey,ALOX12|BCHE|CA1|CA12|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|CYP2C19|ESRRA|PRMT1,16,CA1|CA12|CA2|CA3|CA9,5,5.222630313566164,5.1208348884227695,16,,CA1|CA12|CA2|CA3|CA9,5
DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX,DBABZHXKTCFAPX-UHFFFAOYSA-N,DB01032,Probenecid,full_inchikey,ABCB11|ABCC2|ABCC3|ABCC4|AR|CA1|CA12|CA2|CA9|ESR1|PANX1|SLC22A11|SLC22A12|SLC22A6|SLC22A7|SLC22A8|UGT1A1|UGT1A10|UGT1A7,19,PANX1|SLC22A11|SLC22A6|SLC22A8,4,4.541250134987155,4.374687549038326,19,G01AE10|M04AB01|M04AC51,PANX1|SLC22A11|SLC22A6|SLC22A8|TAS2R16,5
DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DB00145,Glycine,full_inchikey,GLRA1|OR51E2|SLC6A5|SLC6A9|SRR,5,GLRA1,1,4.583020267422247,4.024218035010845,5,B05CX03,AGXT|AGXT2|ALAS1|ALAS2|BAAT|GARS1|GATM|GCAT|GLRA1|GLRA2|GLRA3|GLRB|GLYAT|GLYATL1|GLYATL2|GNMT|GPR18|GRIN2A|GRIN2C|GRIN3B|GSS|PIPOX|SHMT1|SHMT2,24
DNXHEGUUPJUMQT-CBZIJGRNSA-N,DNXHEGUUPJUMQT,DNXHEGUUPJUMQT-CBZIJGRNSA-N,DB00655,Estrone,full_inchikey,ABCG2|AR|CYP19A1|CYP1B1|CYP2C9|CYP3A7|ESR1|ESR2|ESRRA|GLI3|HSD17B1|HTR2B|NR1I2|NR3C1|PGR|RARA|SERPINA6|SHBG|SLC6A3|SLC6A4|SNCA|TARDBP,22,AR|CYP19A1|ESR1|ESR2|SHBG,5,5.628636709349264,5.36053787722121,22,G03CA07|G03CC04,AR|CYP19A1|ESR1|ESR2|SHBG,5
DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE,DRLFMBDRBRZALE-UHFFFAOYSA-N,DB01065,Melatonin,full_inchikey,ABCC3|ABCC4|AHR|CYP1A1|CYP1A2|CYP1B1|CYP2C19|CYP2C9|CYP2D6|CYP3A4|ESR1|HRH3|HTR1A|HTR2A|HTR2B|HTR2C|MPO|MTNR1A|MTNR1B|NOTUM|NQO2|NR1I2,22,ESR1|MPO|MTNR1A|MTNR1B|NQO2,5,5.351719783429809,4.772676154990654,22,N05CH01,ASMT|CALM1|CALR|EPX|ESR1|MPO|MTNR1A|MTNR1B|NQO2|RORB,10
DTOSIQBPPRVQHS-PDBXOOCHSA-N,DTOSIQBPPRVQHS,DTOSIQBPPRVQHS-PDBXOOCHSA-N,DB00132,alpha-Linolenic acid,full_inchikey,ALOX15|ALOX15B|ATG4B|CYP19A1|CYP2C19|CYP2C9|CYP2D6|CYP3A4|F3|FFAR1|FFAR4|GLI3|GLS|HSPB1|KAT2A|MAPT|NFE2L2|NR1I2|PLA2G1B|POLH|POLI|POLK|PPARA|PPARD|PPARG|PTGS1|TP53|VDR|WRN,29,FFAR1|PPARA|PPARD|PPARG,4,4.968712274670403,4.711910302755511,29,,ELOVL2|ELOVL5|FADS1|FADS2|FFAR1|NR1H4|PPARA|PPARD|PPARG|PTGS2|RXRA|SLC8A1|TRPV1,13
FAKRSMQSSFJEIM-RQJHMYQMSA-N,FAKRSMQSSFJEIM,FAKRSMQSSFJEIM-RQJHMYQMSA-N,DB01197,Captopril,full_inchikey,ABCC3|ABCC4|ACE|ACE2|CYP2C19|ECE1|EEF1AKMT4-ECE2|F2|HRH1|LTA4H|MME|PTGS1|PTGS2|REN,14,ACE|LTA4H,2,5.5115389743585235,4.960204688488094,14,C09AA01|C09BA01,ACE|BDKRB1|LTA4H|MMP2|MMP9,5
FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD,FBOZXECLQNJBKD-ZDUSSCGKSA-N,DB00563,Methotrexate,full_inchikey,ABCB11|ABCC3|ABCC4|ATIC|ATXN2|BCL2L11|DHFR|ESRRA|FOLR1|FOLR2|FPGS|GART|HMGB1|IDH1|KPNA2|MPHOSPH8|MTR|NCOA1|NCOA3|NFE2L2|NR1H4|NSD2|PGD|PGR|POLB|POLH|POLI|PPARG|SHMT1|SHMT2|SLC19A1|SLC46A1|SYK|TLR4|TP53|TYMS|VDR,37,ATIC|DHFR|SLC19A1|SLC46A1|TYMS,5,,5.693678723098792,37,L01BA01|L04AX03,ATIC|DHFR|SLC19A1|SLC46A1|TYMS,5
FIAFUQMPZJWCLV-UHFFFAOYSA-N,FIAFUQMPZJWCLV,FIAFUQMPZJWCLV-UHFFFAOYSA-N,DB04786,Suramin,full_inchikey,ADORA3|CTSB|CYP1A2|DUSP5|ENTPD8|FH|GLS|HTR1A|IP6K1|KMT2A|NR1I2|P2RX3|P2RX7|P2RY1|P2RY11|P2RY13|P2RY2|P2RY4|P2RY6|PKLR|PKM|POLK|PPM1D|PRKCA|PRKDC|PRMT1|PTPN1|SIRT1|SIRT2|SIRT5|USP1|VDR,32,P2RY2|SIRT5,2,5.445076915646071,5.083633298501359,32,P01CX02,F2|FSHR|HPSE|P2RY2|PLA2G2A|RYR1|SIRT5,7
FMGSKLZLMKYGDP-USOAJAOKSA-N,FMGSKLZLMKYGDP,FMGSKLZLMKYGDP-USOAJAOKSA-N,DB01708,Prasterone,full_inchikey,AR|CYP2C19|CYP2C9|CYP3A7|ESR1|ESR2|ESRRA|G6PD|GLI3|GPBAR1|GUSB|NPC1L1|NR1I2|NR3C1|SERPINA6|SHBG|TARDBP,17,AR|ESR1|ESR2|G6PD|NR1I2,5,5.1366819034047335,4.956955050663276,17,A14AA07|G03EA03|G03XX01,AR|ESR1|ESR2|G6PD|GABRA1|GRIN1|NR1I2|NR1I3|PPARA|SIGMAR1,10
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,DB00162,Vitamin A,full_inchikey,APP|AR|CXCL8|CYP19A1|CYP1A2|CYP2C19|CYP2C9|CYP3A4|ESR1|ESR2|GLI3|GPX4|HSPB1|KCNH2|NFE2L2|NR1I2|NR2C2|NR3C1|RARA|RBP4|RXRA|SNCA,22,,0,5.070899087081686,4.721613765841328,22,A11CA01|D10AD02|R01AX02|S01XA02|V04CB01,ALDH1A1|ALDH1A2|ALDH1A3|APOD|DHRS3|DHRS4|LRAT|PTGDS|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RXRG,16
FTVWIRXFELQLPI-ZDUSSCGKSA-N,FTVWIRXFELQLPI,FTVWIRXFELQLPI-ZDUSSCGKSA-N,DB03467,Naringenin,full_inchikey,ABCC1|AKR1B1|CA1|CA12|CA2|CA4|CA7|CALM1|CBR1|CYP19A1|CYP1A1|CYP1A2|CYP1B1|CYP2C19|CYP2C9|CYP3A4|CYP3A7|DPP4|ESR1|ESR2|FLT3|GLO1|GSK3B|HSD17B1|HSD17B2|OPRD1|OPRK1|OPRM1|PSMB5|PTPN1|SHBG|TTR|XDH,33,CYP19A1|CYP1B1|ESR1|ESR2|SHBG,5,5.30229736458287,5.0999990348465305,33,,AKR1C1|CYP19A1|CYP1B1|ESR1|ESR2|KANSL3|SHBG,7
FVTCRASFADXXNN-SCRDCRAPSA-N,FVTCRASFADXXNN,FVTCRASFADXXNN-SCRDCRAPSA-N,DB03247,Flavin mononucleotide,full_inchikey,ADRA1A|ADRB2|DHFR|ESR1|TYMS,5,,0,4.610195347324244,5.292429823902063,5,,BLVRB|DHODH|DPYD|HAO1|HAO2|NOS1|PNPO|POR|PPCDC|RFK|RPS6KA4|SGK1,12
